,AttorneyUno,Total Hours,Ethnicities,Imprisoned,Male,Female,OtherGender,Juvenile,Family and Children,Individual Rights,Housing and Homelessness,"Work, Employment and Unemployment",Other,Health and Disability,Consumer Financial Questions,Income Maintenance,Education,"Family, Divorce, and Custody",Housing or Property,Debts and Purchases,Civil and Constitutional Rights,Wills and Inheritance,Work,Personal Injury
3153,A356FBE0-A0FD-489A-9804-BD80584246FA,5.7,"['Asian', 'Caucasian,Other']",0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3154,A358CB8F-DFAA-4CCE-8B07-3E9AF7E44061,4.5,"['', 'Caucasian']",0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0
3155,A3B64F60-5D0C-4E2C-A9B1-6E54F178D6CB,1.5,"['Caucasian', 'Caucasian,Latino or Hispanic', '']",0.0,1.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
3156,A40C44A8-6CB7-4812-88A3-9C418038AA31,1.0,['African American'],0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3157,A4193D59-E0AF-4DAD-8EEF-03E17F9DA423,33.2,"['Caucasian', '', 'Latino or Hispanic']",0.0,2.0,10.0,2.0,0.0,9.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,7.0,3.0,1.0,1.0,2.0,0.0,0.0
3158,A4387CD3-9861-4FB4-BA67-2B72CDA949D8,2.4,"['Caucasian', 'African American', 'Asian']",0.0,0.0,5.0,0.0,0.0,1.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0
3159,A4423591-0A9A-4F14-BFB6-B9C1403CAA94,0.4,"['', 'African American']",0.0,0.0,1.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0
3160,A45377FA-6C21-4E4C-9620-9DF53CFBF6E5,0.2,['Caucasian'],0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3161,A49633AA-53F9-47D3-8C39-C369E601D25F,1.0,['Caucasian'],0.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
3162,A4B51D4F-AABD-42E3-8E2C-A61C269E4EFB,1.8,['Caucasian'],0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3163,A4BDCFA2-3E38-4364-9E70-FB7A55399361,1.1,['Caucasian'],0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3164,A518A935-A964-4CDC-B5DE-B4DD5A4BCA8B,3.7,"['', 'African American']",0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3165,A53A9546-BAE8-4587-B725-C8812D3C18BA,0.5,"['African American', 'Caucasian']",0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
3166,A56EE4FA-FF1B-4608-A724-F361769CD077,32.1,"['Caucasian', 'Asian', 'Latino or Hispanic']",0.0,3.0,4.0,1.0,0.0,4.0,2.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0
3167,A57C9CAD-0C6D-49EF-BA55-CB10413249EE,3.1,"['Caucasian', ""I'd rather not answer"", '']",0.0,4.0,10.0,3.0,0.0,1.0,1.0,14.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,14.0,0.0,1.0,0.0,0.0,0.0
3168,A581F05C-CD69-43DA-8821-12A5B95754B0,7.2,"['Caucasian', '', 'African American']",0.0,0.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0
3169,A585C90C-3D66-46C6-8622-C80F222EAC3F,1.7,['Caucasian'],0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3170,A5C9B388-A53A-4BC1-B565-002B527C0FA8,0.2,['Caucasian'],0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3171,A61084F3-F01E-4DC7-B1D9-8995B17ABBE7,0.5,['Caucasian'],0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3172,A66AA362-D0E5-4418-A214-0F2331036488,6.3,"['Caucasian', 'Latino or Hispanic', 'African American']",0.0,0.0,12.0,1.0,0.0,7.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,2.0,3.0,0.0,2.0
3173,A67BB086-1849-479C-AFE0-D069C0942EF0,0.4,['African American'],0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3174,A69737D7-30DE-4E64-8CC8-B33D4CB2797B,3.1,"['Caucasian', 'Asian', 'African American']",0.0,0.0,5.0,0.0,0.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,1.0
3175,A697D5B1-5AFF-4127-BB9D-624EE9475259,1.0,"['Caucasian', 'Not Hispanic or Latino', 'African American']",0.0,4.0,5.0,0.0,0.0,5.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,5.0,1.0,2.0,1.0,0.0,0.0,0.0
3176,D3215CBD-6D24-4F15-AA30-98BB07DC7BDC,2.0,"['Caucasian', '', 'Not Hispanic or Latino']",0.0,0.0,4.0,1.0,0.0,0.0,1.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0
3177,A6C841CA-56F4-45CB-8A8F-170C5B22A651,2.9,"['Caucasian', 'African American']",0.0,0.0,4.0,0.0,0.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
3178,A6D2FC4E-260A-4728-B259-DBEEE3336F88,5.699999999999999,"['Caucasian', 'African American']",0.0,1.0,5.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0
3179,A6D5A8A9-911C-4CE0-B2B4-95D8B8698206,0.6,['Caucasian'],0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3180,A6DBC492-57F9-4CDA-9974-4D17F7972B4A,0.3,"[""I'd rather not answer""]",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
3181,A6E18CA1-2552-4013-A318-8416A952B4DB,0.4,['Caucasian'],0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
3182,A6F91ACE-E91C-47E7-92EF-C37DDB3320E0,4.5,['Caucasian'],0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
3183,A7346AF3-FBEB-4146-8E17-BD7128831F6D,4.4,"['Caucasian', 'African American', 'Latino or Hispanic']",0.0,3.0,11.0,1.0,0.0,0.0,0.0,12.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,12.0,1.0,0.0,0.0,1.0,0.0
3184,A7414877-EFF9-4C0B-86A9-9E9C4A5F82FB,0.30000000000000004,"['African American,Caucasian']",0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3185,A7499F52-0615-4B9E-B68D-13128A8D51DA,2.0,['African American'],0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3186,A76B5C5E-4AB7-4E6C-9F81-47B19BBF070D,0.30000000000000004,[''],0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3187,A76C7292-5A4C-4AC8-B8FB-17BD7D1246F9,10.4,"['Caucasian', 'Latino or Hispanic', 'African American']",0.0,7.0,17.0,2.0,0.0,21.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,1.0,0.0,4.0,0.0
3188,A77B7BDC-AE26-48F5-97EA-BCA8D571DE18,0.3,['Caucasian'],0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3189,A7958129-4D67-458B-B7D7-2CEF0196B081,0.2,['Caucasian'],0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
3190,A7EB6C6D-066F-4E2A-847E-6AB10F8C6406,1.2000000000000002,"['Caucasian', ""I'd rather not answer""]",0.0,1.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0
3191,B94C203E-C716-4365-8D08-93B3F0E8A567,7.3,['Caucasian'],0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3192,FED83B5E-2204-41D6-B69F-00CB1284E9DC,42.4,"['Caucasian', 'African American', 'Latino or Hispanic']",0.0,3.0,15.0,2.0,0.0,1.0,0.0,18.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,18.0,0.0,0.0,0.0,1.0,0.0
3193,CF41F8BD-CDA7-4FCD-B554-D07335FEAA1F,3.5,['Caucasian'],0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
3194,C63FE243-83DD-4AB4-8CDF-EEBA6B57935B,61.5,"['Caucasian', 'African American', 'Asian']",1.0,6.0,20.0,2.0,0.0,12.0,0.0,7.0,0.0,12.0,0.0,3.0,0.0,0.0,12.0,7.0,3.0,0.0,0.0,0.0,0.0
3195,A820933D-7A08-4D0C-963C-969D2460F4F5,1.0,"['Caucasian', 'Asian', 'Latino or Hispanic']",0.0,1.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0
3196,A828C9BC-428A-4E5E-A0AB-4A32F249F6C9,1.2999999999999998,"['Caucasian', '', ""I'd rather not answer""]",0.0,1.0,1.0,2.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
3197,B3AE68C4-F882-4A72-B9DD-D9B499BF9AC2,0.9,"['', 'Caucasian', 'African American']",0.0,0.0,2.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
3198,A85545AE-9FE6-4C68-B555-28AB0C35176C,5.4,"['Caucasian', ""I'd rather not answer"", 'African American']",0.0,1.0,2.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0
3199,A8667307-E0AE-4395-BB90-83862ADA4BD3,5.6,"['Caucasian', 'Native American or Alaska Native', 'Asian,Native American or Alaska Native']",0.0,1.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
3200,A87DB3D9-E9E7-4B5E-8DC7-D1CC3272F59A,8.0,"['Caucasian', '', 'African American']",0.0,1.0,4.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0
3201,A88AB650-A3BC-475B-BDB7-0B843DA679B8,0.8,"[""I'd rather not answer"", 'Not Hispanic or Latino']",0.0,1.0,0.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
3202,A891E8C1-9A35-4CCF-B8C6-B7A6CE872DAA,0.2,['Not Hispanic or Latino'],0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
3203,A8929120-B9ED-469C-86E5-059865552196,2.0,['Caucasian'],0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
3204,FC1CA0DB-D7F0-4A63-95A2-3359B7C34B9C,23.0,"['Caucasian', 'African American', 'Not Hispanic or Latino']",0.0,4.0,15.0,0.0,0.0,16.0,0.0,1.0,0.0,10.0,0.0,0.0,0.0,0.0,8.0,2.0,0.0,1.0,0.0,0.0,0.0
3205,D76A3CAC-091B-44D8-8A49-A0015B01F851,1.9,"['Caucasian', 'Caucasian,Latino or Hispanic', '']",0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0
3206,A90C2006-7334-46DF-82CB-B905534DE3A6,2.7,"['Caucasian', '']",0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3207,A921F702-E716-439F-A39D-24E27CAB315B,5.2,"['Latino or Hispanic', 'Caucasian', 'Caucasian,Latino or Hispanic']",0.0,5.0,6.0,0.0,0.0,0.0,8.0,0.0,0.0,8.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
3208,A94BF0A8-3E2F-4A9D-93C4-103FE00E3803,0.8999999999999999,['Caucasian'],0.0,1.0,4.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
3209,A94E28C7-AEDC-484B-A913-3E186A807BA1,18.9,"['Caucasian', 'African American', ""I'd rather not answer""]",0.0,10.0,19.0,2.0,0.0,2.0,1.0,0.0,1.0,25.0,1.0,4.0,0.0,0.0,2.0,2.0,3.0,1.0,0.0,2.0,18.0
3210,A950B666-1965-497C-B83E-A96609FA8A80,1.0,"['Caucasian', 'Other']",0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
3211,A97BE3D4-E56D-48E2-8FA7-DC37CBC7E6EE,7.199999999999999,['Caucasian'],0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3212,A99E2937-1D0A-42F9-8B62-6F565E68C80B,1.0,['Caucasian'],0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
3213,A9EC1926-65EC-43DE-B2CB-E5736BEEED8B,0.8,"['Caucasian', 'African American']",0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0
3214,A9F2735F-BADC-4717-AC04-F4E6166F0A4E,0.2,['Caucasian'],0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3215,A9FD6C09-5F40-4C99-AF1B-1AB2683DC864,3.1,"['African American', 'Caucasian', 'Not Hispanic or Latino']",0.0,1.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
3216,AA35C48E-3E30-4FAC-818B-E42A6D92CE64,0.8999999999999999,"['', 'Caucasian']",0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
3217,AA3CAF67-833C-43DC-BA47-A970E5AFBF89,1.7,"[""I'd rather not answer"", 'Not Hispanic or Latino']",0.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
3218,AA5D0725-DC0E-428A-BCC9-134607479CBB,1.0,['Caucasian'],0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3219,F7E9C10C-2FDA-464C-B579-E5CE07C2498D,27.4,"['Latino or Hispanic', 'Caucasian', 'African American']",0.0,6.0,17.0,3.0,0.0,1.0,0.0,13.0,0.0,7.0,0.0,8.0,0.0,0.0,1.0,14.0,8.0,0.0,0.0,0.0,0.0
3220,C170D8A8-A984-45BD-BD90-35DDE32E5978,13.8,"['Not Hispanic or Latino', 'Caucasian', ""I'd rather not answer""]",0.0,8.0,17.0,1.0,0.0,1.0,1.0,8.0,6.0,9.0,0.0,2.0,1.0,0.0,1.0,9.0,2.0,1.0,3.0,8.0,0.0
3221,AAC45BF3-254F-4DAC-87AA-AA765CB3C190,1.2,"['Caucasian', '']",0.0,0.0,2.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
3222,AACEBB2C-D8F5-4317-9518-58833922AAB7,1.4,"['Caucasian', ""I'd rather not answer""]",0.0,1.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
3223,C96A591E-0966-4012-B21C-75FFFEE2E1F3,2.3,"['African American', 'Caucasian', 'Native American or Alaska Native']",0.0,3.0,7.0,1.0,0.0,7.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,7.0,0.0,1.0,0.0,0.0,3.0,0.0
3224,F67FBB0E-1A08-44E9-B492-1CB3C12203D4,10.5,"['Caucasian', 'African American', '']",0.0,4.0,11.0,2.0,0.0,3.0,3.0,5.0,0.0,11.0,0.0,0.0,0.0,0.0,3.0,5.0,0.0,3.0,0.0,0.0,1.0
3225,E2405E73-AC13-4658-AA7B-4AAE29F415E0,0.2,"['Caucasian', 'Not Hispanic or Latino', 'African American']",0.0,7.0,20.0,2.0,0.0,1.0,3.0,4.0,8.0,21.0,0.0,2.0,0.0,0.0,0.0,4.0,2.0,3.0,1.0,8.0,1.0
3226,CD857DB7-4F0B-44F5-9719-8735213C1F25,0.1,['African American'],0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3227,AEF7AC35-2A25-4C70-B67C-F7EE633A3950,1.0,"['Other', 'Caucasian', 'Not Hispanic or Latino']",0.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0
3228,AB4C2C40-CB3D-49AC-B893-19C9C162D67C,0.3,['Caucasian'],0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3229,AB65813C-E39F-42EC-8932-3CA245C34F98,2.5,"['Caucasian', '']",0.0,0.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0
3230,AB71F458-2024-41AC-9177-74148981C9B2,1.5,"['Caucasian', 'Asian', 'Other']",0.0,1.0,3.0,1.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,0.0,0.0
3231,AB860D80-6F78-4E62-932F-D79770B88560,13.4,"['African American', 'Caucasian', 'Caucasian,Latino or Hispanic']",0.0,3.0,6.0,1.0,0.0,2.0,0.0,6.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,6.0,0.0,0.0,1.0,1.0,0.0
3232,ABE966D0-DB89-4157-8197-0CEB0F144CFE,4.3,['Caucasian'],0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3233,ABFE63DE-B1CE-497A-B2EE-62440ABE8C15,82.6,"['Caucasian', 'Latino or Hispanic', 'African American']",0.0,11.0,16.0,3.0,0.0,9.0,0.0,10.0,0.0,20.0,0.0,0.0,0.0,0.0,8.0,10.0,1.0,0.0,0.0,1.0,1.0
3234,BC12AB2E-076B-4A0E-80B7-34628EC4BF53,0.5,"['African American,Caucasian', 'Caucasian']",0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
3235,AC2C516A-DA7E-40E6-984C-BB91584A2592,0.4,"['Caucasian,Other']",0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3236,AC5262A4-A43B-41C8-BE97-DF725571DBCA,1.7,"['African American', ""I'd rather not answer"", 'Caucasian']",0.0,3.0,4.0,0.0,0.0,0.0,2.0,1.0,0.0,6.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0
3237,AC5420DF-A499-4671-9833-D6D1FC3EA10A,5.7,"['Caucasian', 'Latino or Hispanic', '']",0.0,1.0,9.0,3.0,0.0,9.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,3.0,1.0,0.0,0.0
3238,AC6359B6-A7BC-493A-A05B-9AD3564D6A7E,0.5,['Caucasian'],0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
3239,AC642101-A712-4B5A-8A1B-53C8F9713097,0.3,['Caucasian'],0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3240,AC76907A-B13E-421F-AE3F-AC7C1B509572,1.6,['Caucasian'],0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3241,AC9544A7-FFC3-4C2C-B5A3-A7729C63D715,1.0,"['Latino or Hispanic', 'Caucasian']",0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3242,ACAD1522-8F8B-4627-8398-55E5362BB536,1.5,['Caucasian'],0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3243,ACEA29C8-092D-4D7E-940D-C1D4E8BAA387,1.1,"['African American', 'Caucasian']",0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
3244,AD0B9882-83A4-4900-9595-80DAB94F0EBB,5.7,['Caucasian'],0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
3245,AD54EC7D-4AF5-429F-BF5A-E02701581C3C,4.3,"['Caucasian', 'African', 'African American']",0.0,3.0,6.0,1.0,0.0,3.0,0.0,0.0,1.0,8.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,2.0
3246,AD572406-2307-4A02-BAE0-35844BBF6502,1.9,"[""I'd rather not answer""]",0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3247,AD99B574-D510-4644-AA9F-CF75BBF8DA8C,0.8,"['Caucasian', 'African American']",0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
3248,ADAF119E-1827-426B-823C-D4AA0D60FA3D,2.9,"['Caucasian', 'Arab', '']",0.0,1.0,7.0,1.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0
3249,ADD97EF6-818F-483A-B5EC-00F918D728F6,1.8,"['Caucasian', 'African American', 'Caucasian,Other']",0.0,2.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0
3250,ADE42CDA-59D3-4CAF-AC3E-44AEF66D48F5,0.2,"[""I'd rather not answer""]",0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3251,ADEF01AB-A82A-4250-B14F-1DDB28597FF5,1.0,"['African American,Other']",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
3252,AE1221A7-4434-47BB-924D-F1CAE5715EB5,0.4,"['African American', 'Caucasian']",0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
3253,AE6EEBF1-7C4D-41DE-AFCE-59A757F9AD01,0.8,"['Caucasian', 'African American', '']",0.0,2.0,2.0,1.0,0.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0
